# TIPO,LOGRADOURO,BAIRRO,CIDADE
RUA,A,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,TENENTE RICARDO GUIMARAES,RIO BRANCO,BELO HORIZONTE
RUA,GERALDO ANUNCIACAO,RIO BRANCO,BELO HORIZONTE
BECO,SAO LUIS,SAO TOMAZ,BELO HORIZONTE
BECO,SAO FRANCISCO,SAO JORGE,BELO HORIZONTE
RUA,UM,VISTA DO SOL,BELO HORIZONTE
RUA,DOIS,VISTA DO SOL,BELO HORIZONTE
RUA,TRES,VISTA DO SOL,BELO HORIZONTE
RUA,CINCO,VISTA DO SOL,BELO HORIZONTE
RUA,QUATRO,VISTA DO SOL,BELO HORIZONTE
RUA,SEIS,VISTA DO SOL,BELO HORIZONTE
RUA,SETE,VISTA DO SOL,BELO HORIZONTE
RUA,OITO,VISTA DO SOL,BELO HORIZONTE
RUA,NOVE,VISTA DO SOL,BELO HORIZONTE
RUA,DEZ,VISTA DO SOL,BELO HORIZONTE
RUA,ONZE,VISTA DO SOL,BELO HORIZONTE
RUA,DOZE,VISTA DO SOL,BELO HORIZONTE
RUA,TREZE,VISTA DO SOL,BELO HORIZONTE
RUA,QUATORZE,VISTA DO SOL,BELO HORIZONTE
RUA,QUINZE,VISTA DO SOL,BELO HORIZONTE
RUA,DEZESSEIS,VISTA DO SOL,BELO HORIZONTE
RUA,DEZESSETE,VISTA DO SOL,BELO HORIZONTE
RUA,DEZOITO,VISTA DO SOL,BELO HORIZONTE
RUA,DEZENOVE,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE E UM,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE E DOIS,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE E TRES,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE E QUATRO,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE E CINCO,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE E SEIS,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE E SETE,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE E OITO,VISTA DO SOL,BELO HORIZONTE
RUA,VINTE E NOVE,VISTA DO SOL,BELO HORIZONTE
RUA,TRINTA,VISTA DO SOL,BELO HORIZONTE
BECO,ALMIRANTE,NOVA GAMELEIRA,BELO HORIZONTE
RODOVIA,BR-356,OLHOS D'AGUA,BELO HORIZONTE
RUA,PITUBA,SANTA MARIA,BELO HORIZONTE
BECO,PEDRA AZUL,NOSSA SENHORA DE FATIMA,BELO HORIZONTE
RUA,DEZENOVE,LAGOA,BELO HORIZONTE
RUA,DOUTOR FRANCISCO DE FREITAS,LAGOA,BELO HORIZONTE
RUA,LIBERDADE,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,JEREMIAS,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,IZAIAS,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,SENHORA DA ABADIA,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,AMOS,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,HABACUC,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,MALAQUIAS,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,NAUM,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,OSEIAS,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,FELIPENSES,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,RADIANO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,CENTENARIO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,GENESES,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,TIRADENTES,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,MADUREIRA,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,HARMONIA,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,BOA ESPERANCA,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,DA FELICIDADE,BONSUCESSO (BARREIRO),BELO HORIZONTE
PRACA,FRANCISCO MONTEIRO LARA,VENDA NOVA,BELO HORIZONTE
RUA,SYLVIO LAZZAROTTI,SALGADO FILHO,BELO HORIZONTE
RUA,MARIA CAMARGOS DINIZ,SALGADO FILHO,BELO HORIZONTE
RUA,AZUL,VITORIA,BELO HORIZONTE
RUA,AMARELO,POUSADA SANTO ANTONIO,BELO HORIZONTE
RUA,CINZA,VITORIA,BELO HORIZONTE
RUA,OCRE,VITORIA,BELO HORIZONTE
RUA,OLIVA,VITORIA,BELO HORIZONTE
RUA,ROXO,VITORIA,BELO HORIZONTE
RUA,BEGE,VITORIA,BELO HORIZONTE
RUA,BRANCA,VITORIA,BELO HORIZONTE
RUA,ALARANJADA,VITORIA,BELO HORIZONTE
RUA,GELO,VITORIA,BELO HORIZONTE
RUA,ROSADA,VITORIA,BELO HORIZONTE
RUA,CIANICO,VITORIA,BELO HORIZONTE
RUA,AREIA,VITORIA,BELO HORIZONTE
RUA,GRENAT,VITORIA,BELO HORIZONTE
RUA,BORDEAUX,VITORIA,BELO HORIZONTE
RUA,TERRACOTA,VITORIA,BELO HORIZONTE
RUA,MOSTARDA,VITORIA,BELO HORIZONTE
RUA,MARROM,VITORIA,BELO HORIZONTE
RUA,SULFERINO,VITORIA,BELO HORIZONTE
AVE,MAGENTA,VITORIA,BELO HORIZONTE
AVE,VERMELHO,VITORIA,BELO HORIZONTE
RUA,B,JARDIM VITORIA,BELO HORIZONTE
RUA,GERALDO DE ALMEIDA,MANGUEIRAS (BARREIRO),BELO HORIZONTE
RUA,SOLDADO RONALDO DE SEIXAS,EUROPA,BELO HORIZONTE
RUA,UM,NOVO TUPI,BELO HORIZONTE
RUA,DOIS,NOVO TUPI,BELO HORIZONTE
RUA,TRES,NOVO TUPI,BELO HORIZONTE
RUA,QUATRO,NOVO TUPI,BELO HORIZONTE
RUA,CINCO,NOVO TUPI,BELO HORIZONTE
RUA,SEIS,NOVO TUPI,BELO HORIZONTE
RUA,SETE,NOVO TUPI,BELO HORIZONTE
AVE,ITAU,JARDIM SAO JOSE,BELO HORIZONTE
RUA,LEONEL COELHO,LAGOA,BELO HORIZONTE
BECO,ANTONIO ROCHA ALMEIDA,VERA CRUZ,BELO HORIZONTE
RUA,ECOLOGICA,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,TEREZINHA DE JESUS ROCHA,TUPI B,BELO HORIZONTE
RUA,DOS BAMBUS,MARIA GORETTI,BELO HORIZONTE
RUA,DOS LIMOES,MARIA GORETTI,BELO HORIZONTE
BECO,JOAO BATISTA DE OLIVEIRA,SAO GERALDO,BELO HORIZONTE
RUA,I-2,CAPITAO EDUARDO,BELO HORIZONTE
RUA,SHALON,CAPITAO EDUARDO,BELO HORIZONTE
RUA,CONSTANCIA CLAUDINE CARMO,CAPITAO EDUARDO,BELO HORIZONTE
RUA,IZABEL CELESTINA GONCALVES,CAPITAO EDUARDO,BELO HORIZONTE
RUA,DO SOL POENTE,CAPITAO EDUARDO,BELO HORIZONTE
RUA,MARIA DO CARMO TEIXEIRA,CAPITAO EDUARDO,BELO HORIZONTE
RUA,O-1,CAPITAO EDUARDO,BELO HORIZONTE
PRACA,BENEDITO GOMES DA SILVA,ESPLANADA,BELO HORIZONTE
RUA,B,EUROPA,BELO HORIZONTE
RUA,CAPITA FLAVIANA DE OLIVEIRA,JAQUELINE,BELO HORIZONTE
RUA,DOUTOR FRANCISCO SILVEIRA,PETROPOLIS (BARREIRO),BELO HORIZONTE
RUA,VINTE E OITO,LAGOA,BELO HORIZONTE
RUA,TRINTA,LAGOA,BELO HORIZONTE
RUA,O,JARDIM PIRINEUS,BELO HORIZONTE
RUA,E,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,FABIO VAZ DE MELO,IPE,BELO HORIZONTE
RUA,PADRE ARGEMIRO MOREIRA,VISTA DO SOL,BELO HORIZONTE
RUA,DOZE,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,APARECIDA DO NORTE,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,CURUPIRA,SANTA ROSA,BELO HORIZONTE
RUA,VIVIANE SIQUEIRA DO NASCIMENTO,SENHOR DOS PASSOS,BELO HORIZONTE
BECO,SARGENTO JOAO BERALDO,SENHOR DOS PASSOS,BELO HORIZONTE
RUA,MARECHAL RONDON,SUZANA,BELO HORIZONTE
AVE,SUZANA,SUZANA,BELO HORIZONTE
BECO,FELICIDADE,SUZANA,BELO HORIZONTE
RUA,OTIS,PRIMEIRO DE MAIO,BELO HORIZONTE
RUA,AFONSO DE CARVALHO,SANTA CRUZ,BELO HORIZONTE
RUA,BANDEIRA DE MELO,SANTA CRUZ,BELO HORIZONTE
RUA,VALDIVINO CONRADO,UNIVERSITARIO,BELO HORIZONTE
AVE,CORONEL OSCAR PASCHOAL,SAO JOSE,BELO HORIZONTE
AVE,C,SAO JOSE,BELO HORIZONTE
PRACA,EDUARDO MENDES GUIMARAES,SAO JOSE,BELO HORIZONTE
RUA,PHI,CAICARAS,BELO HORIZONTE
TRAVESSA,GERALDO TAVARES,CAICARAS,BELO HORIZONTE
RUA,JOAO SOARES DE SENNA,VERA CRUZ,BELO HORIZONTE
PRACA,RICARDO ALVARES MAGALHAES,CIDADE JARDIM,BELO HORIZONTE
RUA,ISMAR RODRIGUES,ESTRELA DO ORIENTE,BELO HORIZONTE
RUA,CENTRAL DE MINAS,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,DOM JOAQUIM,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,A,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
BECO,SAMORANO,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,MARANHAO,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,ESPERANCA,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,DA ESPERANCA,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,DOS ANJOS,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,ABACUQUE,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,ABRAVAI,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,MANGUEIRAS,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,UNIAO,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,MONTE DAS OLIVEIRAS,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,ASSEMBLEIA,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,CRISTO REI,BURITIS,BELO HORIZONTE
RUA,SESSENTA E OITO,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,CAMOMILA,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,CONCEICAO FERREIRA ROCHA,TUPI B,BELO HORIZONTE
RUA,MARIO CLEMENTE,TUPI B,BELO HORIZONTE
RUA,MARIA JOSE,TUPI B,BELO HORIZONTE
RUA,JOAQUIM CLAUDIO DE CARVALHO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,UM,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,QUATRO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,CINCO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,TENENTE DIONISIO MARQUES,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,ILIDIO GOMES FRANCO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,AURELIANO ARAUJO,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,AURELIANO LARA,BONSUCESSO (BARREIRO),BELO HORIZONTE
BECO,DAS ROSAS,DAS INDUSTRIAS I (BARREIRO),BELO HORIZONTE
BECO,DAS ORQUIDEAS,DAS INDUSTRIAS I (BARREIRO),BELO HORIZONTE
BECO,DONA LINA,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
BECO,SANTA CLARA,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
BECO,MANNESMANN,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,E,VILA BERNADETI (BARREIRO),BELO HORIZONTE
BECO,F,VILA BERNADETI (BARREIRO),BELO HORIZONTE
RUA,DOZE,VILA BERNADETI (BARREIRO),BELO HORIZONTE
RUA,TREZE,VILA BERNADETI (BARREIRO),BELO HORIZONTE
RUA,QUARTOZE,VILA BERNADETI (BARREIRO),BELO HORIZONTE
BECO,UNIDOS VENCEREMOS,VILA BERNADETI (BARREIRO),BELO HORIZONTE
RUA,SAO MANOEL,NOVA CINTRA,BELO HORIZONTE
RUA,SEIS,CONJUNTO VISTA ALEGRE III,BELO HORIZONTE
RUA,CINCO,CONJUNTO VISTA ALEGRE III,BELO HORIZONTE
RUA,DOIS,CONJUNTO VISTA ALEGRE III,BELO HORIZONTE
RUA,QUATRO,CONJUNTO VISTA ALEGRE III,BELO HORIZONTE
RUA,TRES,CONJUNTO VISTA ALEGRE III,BELO HORIZONTE
BECO,DOS ESPORTES,VILA BERNADETI (BARREIRO),BELO HORIZONTE
BECO,DO ESPANHOL,VILA BERNADETI (BARREIRO),BELO HORIZONTE
BECO,AGUIA DOURADA,VILA BERNADETI (BARREIRO),BELO HORIZONTE
BECO,DEZESSETE,VILA BERNADETI (BARREIRO),BELO HORIZONTE
BECO,BOA ESPERANCA,VILA BERNADETI (BARREIRO),BELO HORIZONTE
BECO,BEIRA-RIO,VILA BERNADETI (BARREIRO),BELO HORIZONTE
BECO,E,VILA BERNADETI (BARREIRO),BELO HORIZONTE
RUA,MOEDA,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
RUA,MANOEL VAZ,FLAVIO MARQUES LISBOA (BARREIRO),BELO HORIZONTE
RUA,NIGERIA,ITAIPU (BARREIRO),BELO HORIZONTE
AVE,FLOR-DE-SEDA,LINDEIA (BARREIRO),BELO HORIZONTE
RUA,SETECENTOS E NOVENTA E OITO,TIROL (BARREIRO),BELO HORIZONTE
RUA,DEZESSEIS,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
BECO,MIN RIO,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
BECO,JULIAO,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
BECO,DA PAZ,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
BECO,NOVE,NOVO DAS INDUSTRIAS (BARREIRO),BELO HORIZONTE
AVE,SANITARIA,MIRAMAR (BARREIRO),BELO HORIZONTE
RUA,ALFA,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,MANGABEIRAS,TIROL (BARREIRO),BELO HORIZONTE
ALAMEDA,DOS PINHEIROS,TIROL (BARREIRO),BELO HORIZONTE
ALAMEDA,DOS ANJOS,TIROL (BARREIRO),BELO HORIZONTE
ALAMEDA,BISPO DA PAZ,TIROL (BARREIRO),BELO HORIZONTE
BECO,SAO JERONIMO,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,MARQUES,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,ITAGUARA,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,A,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,E,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,F,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,G,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,H,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,I,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,J,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,JOAREZ JARDIM,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,MOEDA,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,SAO JOSE,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
BECO,LOURDES,ATILA DE PAIVA (BARREIRO),BELO HORIZONTE
RUA,MARIA DA FE,DIAMANTE (BARREIRO),BELO HORIZONTE
BECO,MARIA AUGUSTA,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,WLADIMIR HERZOG,MINEIRAO,BELO HORIZONTE
RUA,DA CHACARA,MINEIRAO,BELO HORIZONTE
VIA DE PEDESTRE,MARIA APARECIDA DE FREITAS,DOM SILVERIO,BELO HORIZONTE
PRACA,ROGERS ANTONIO RESENDE,NOVA GAMELEIRA,BELO HORIZONTE
RUA,AURELIO LOPES,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,MIGUEL LOPES,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,MIRTES LOPES MONTEIRO,BRASIL INDUSTRIAL (BARREIRO),BELO HORIZONTE
RUA,JOAO VICENTE DE MOURA,SANTA CRUZ (BARREIRO),BELO HORIZONTE
RUA,UM MIL SETECENTOS E VINTE E DOIS,SANTA CRUZ (BARREIRO),BELO HORIZONTE
RUA,SEVERIANO MARTINS PEREIRA,SANTA CRUZ (BARREIRO),BELO HORIZONTE
RUA,UM MIL SETECENTOS E VINTE E QUATRO,SANTA CRUZ (BARREIRO),BELO HORIZONTE
RUA,AZARIAS DUARTE,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,ANTONIO ARAUJO PENIDO,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,SETECENTOS E SETENTA E QUATRO,SANTA CRUZ (BARREIRO),BELO HORIZONTE
RUA,SETECENTOS E SETENTA E CINCO,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,SETECENTOS E SETENTA E UM,SANTA CRUZ (BARREIRO),BELO HORIZONTE
RUA,JUSCELINO JOSE DINIZ,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,EVANGELISTA FERREIRA DINIZ,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,SARGENTO ASSUERO CABRAL,BETANIA,BELO HORIZONTE
RUA,MARIA LUIZA SANTIAGO,SANTA LUCIA,BELO HORIZONTE
AVE,DEPUTADO ULTIMO DE CARVALHO,PLANALTO,BELO HORIZONTE
RUA,MAIRA,FERNAO DIAS,BELO HORIZONTE
RUA,MAIRA,DOM JOAQUIM,BELO HORIZONTE
RUA,URUGUAI,CARDOSO (BARREIRO),BELO HORIZONTE
RUA,AFRICA,CARDOSO (BARREIRO),BELO HORIZONTE
RUA,BRASIL,CARDOSO (BARREIRO),BELO HORIZONTE
RUA,ITALIA,CARDOSO (BARREIRO),BELO HORIZONTE
RUA,QUARENTA E DOIS,NOVO AARAO REIS,BELO HORIZONTE
RUA,QUARENTA E CINCO,NOVO AARAO REIS,BELO HORIZONTE
PRACA,CONFRADE CELIO SILVA,SANTA CECILIA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,JOSE DE LARA RESENDE,MANTIQUEIRA,BELO HORIZONTE
PRACA,IRMAO GONCALVES XAVIER,SAO PEDRO,BELO HORIZONTE
RUA,ANTONINO HOTT,CONJUNTO HABITACIONAL VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,MINASLANDIA,PRIMEIRO DE MAIO,BELO HORIZONTE
RUA,FLAVIO MARCOS DE ALMEIDA,JAQUELINE,BELO HORIZONTE
ALAMEDA,ADUTORA,PETROPOLIS (BARREIRO),BELO HORIZONTE
RUA,A,HORTO,BELO HORIZONTE
RUA,EVA ANTONIA DA SILVA,LEBLON (VENDA NOVA),BELO HORIZONTE
RUA,PARTICULAR,SANTA AMELIA,BELO HORIZONTE
RUA,TECELAO JOSE DE ASSIS,NOVO SANTA CECILIA (BARREIRO),BELO HORIZONTE
RUA,DOIS,NOVO SANTA CECILIA (BARREIRO),BELO HORIZONTE
RUA,CINCO,BETANIA,BELO HORIZONTE
RUA,MARIA DE JESUS,SAO SALVADOR,BELO HORIZONTE
RUA,MIGUEL ARANHA DE AZEVEDO,PLANALTO,BELO HORIZONTE
RUA,ANTONIO FERREIRA SOBRINHO,PLANALTO,BELO HORIZONTE
RUA,MARIA GOMES DE ALMEIDA,PLANALTO,BELO HORIZONTE
RUA,SAO SEBASTIAO,CABANA,BELO HORIZONTE
RUA,IVAPE,JAQUELINE,BELO HORIZONTE
RUA,DOUTOR ADILSON ROSA FACURI,NAZARE,BELO HORIZONTE
RUA,ARLINDO SANTOS REIS,GAMELEIRA,BELO HORIZONTE
RUA,ATLANTIDA,CONJUNTO LAGOA,BELO HORIZONTE
BECO,SAO JOSE,SAO PAULO,BELO HORIZONTE
RUA,FOSFORO,TAQUARIL,BELO HORIZONTE
RUA,SAO GERALDO,NOVA CINTRA,BELO HORIZONTE
RUA,OURO VERDE,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,GERMANO NASCIMENTO,MANGUEIRAS (BARREIRO),BELO HORIZONTE
RUA,DOS COQUEIROS,MARIA GORETTI,BELO HORIZONTE
RUA,NATAL DOS REIS MICRONE,MARIA GORETTI,BELO HORIZONTE
RUA,Y,JARDIM VITORIA,BELO HORIZONTE
RUA,MERCIA DE SOUZA COUTINHO,POUSADA SANTO ANTONIO,BELO HORIZONTE
PRACA,MARIA JOSE SANTIAGO,JARDIM VITORIA,BELO HORIZONTE
RUA,JUSCELINO KUBITSCHEK,JARDIM VITORIA,BELO HORIZONTE
RUA,CAPICHABA,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,OTHONIEL ALVIM BICALHO,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E DEZ,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E DOZE,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E TREZE,JARDIM VITORIA,BELO HORIZONTE
RUA,DEZ,VILA ZILAH SPOSITO,BELO HORIZONTE
RUA,ALBERTO MARTINS,JAQUELINE,BELO HORIZONTE
RUA,A,VILA OESTE,BELO HORIZONTE
RUA,R,VILA OESTE,BELO HORIZONTE
RUA,B,VILA OESTE,BELO HORIZONTE
RUA,DO GARIMPO,VILA OESTE,BELO HORIZONTE
RUA,SERRINHA,VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,DOIS,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,SETE DE OUTUBRO,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,ALUIZIO CAMPOS DO AMARAL,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,SOL DA BOLIVIA,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,RETIRO DAS CHACARAS,MANTIQUEIRA,BELO HORIZONTE
RUA,DOS FIDELIS,MANTIQUEIRA,BELO HORIZONTE
RUA,JOSE CALDAS,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,DA CAVALARICA,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,MAR JONICO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,DO LAGO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
AVE,OCEANO ATLANTICO,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,JOSE ALVES DE QUEIROZ,MARIA HELENA,BELO HORIZONTE
RUA,PEROLA,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,AGATA,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,ETELVINA MOREIRA DE CARVALHO,MARIA HELENA,BELO HORIZONTE
RUA,CABO RAIMUNDO SIMAO,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,RUBI,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,MAR TIRRENO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,MAR DO NORTE,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,MAR MORTO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
AVE,OCEANO PACIFICO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,OCEANO INDICO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,MAR VERMELHO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,MAR CASPIO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,MAR EGEU,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,MAR MEDITERRANEO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,MAR ADRIATICO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,PIMENTA DO REINO,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,CRAVO-DA-INDIA,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,DO CERRADO,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,ANTONIO EUGENIO CLAUDIO,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,CAPOAGO,LAGOA,BELO HORIZONTE
RUA,ELIZABETH DOS SANTOS,LAGOA,BELO HORIZONTE
RUA,ANTONIO AUGUSTO,LAGOA,BELO HORIZONTE
RUA,DONA ERMEZINDA,LAGOA,BELO HORIZONTE
RUA,IRACI RAFAEL DE OLIVEIRA,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,METEOLIA,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,GRAO DE OURO,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,VILMA,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,BABATIMAO,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,ERVA MATE,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,HUMBERTO LAVALLE,XODO MARIZE,BELO HORIZONTE
RUA,LUIZ FRANZEN DE LIMA,XODO MARIZE,BELO HORIZONTE
RUA,PEDRO DE CARVALHO,XODO MARIZE,BELO HORIZONTE
RUA,ANA DIAS DUARTE,JARDIM GUANABARA,BELO HORIZONTE
RUA,TILIA,JULIANA,BELO HORIZONTE
PRACA,MARIO BERTI,VILA CLORIS,BELO HORIZONTE
RUA,AVINEIRA,JAQUELINE,BELO HORIZONTE
RUA,DOS PARDAIS,VILA CLORIS,BELO HORIZONTE
RUA,MONTE ALEGRE,PLANALTO,BELO HORIZONTE
RUA,ARMANDO ZILLER,PLANALTO,BELO HORIZONTE
AVE,GASTAO DEMETRIO MAIA,FLORAMAR,BELO HORIZONTE
RUA,LONGITUDE,JAQUELINE,BELO HORIZONTE
RUA,MARIA ALICE MENDES,JAQUELINE,BELO HORIZONTE
RUA,MALIBU,VILA CLORIS,BELO HORIZONTE
RUA,ALZIRA,JULIANA,BELO HORIZONTE
RUA,CARMELIA,SAO MARCOS,BELO HORIZONTE
RUA,MESSIAS FLORIANO BORGES,MARIA GORETTI,BELO HORIZONTE
RUA,SETECENTOS E QUINZE,JARDIM VITORIA,BELO HORIZONTE
RUA,AUGUSTA SACCHETTO SCAZO,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E TRINTA,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E VINTE,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E TRINTA E DOIS,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E VINTE E DOIS,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E VINTE E UM,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E VINTE E CINCO,JARDIM VITORIA,BELO HORIZONTE
RUA,SETECENTOS E VINTE E QUATRO,JARDIM VITORIA,BELO HORIZONTE
